ID_FARMACI;DENOMINAZ;INDIRIZZO;CIRCOSCRIZ;CAP;CITTA;TELEFONO;FAX;EMAIL;URL;CHIUS_INV;FERIE;ORARIO_INV;ORARIO_EST;NOTTURNA;COMUNALE;geometry;LATITUDE;LONGITUDE;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
142;INTERNAZIONALE;VIA CARLO ALBERTO 24;1;10123;TORINO;011-535144;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,45/12,45-15,00/19,30;8,45/12,45-15,00/19,30;NO;non comunale;POINT (7.684050117599964 45.06547049202428);45.06547049202428;7.684050117599964;1;Centro;Centro - Crocetta
171;MONTANARO;CORSO VINZAGLIO 31;1;10121;TORINO;011-544894;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;9,00/13,00-15,00/19,00;9,00/13,00-15,00/19,00;NO;non comunale;POINT (7.66746125514622 45.06830548658497);45.06830548658497;7.66746125514622;1;Centro;Centro - Crocetta
178;OPERTI;PIAZZA VITTORIO VENETO 11;1;10124;TORINO;011-8179320;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio e dal 29 mggio al 5 giugno 2011;9,00/13,00-15,00/19,30;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.695285305652012 45.0655954372984);45.0655954372984;7.695285305652012;1;Centro;Centro - Crocetta
179;ORDINE MAURIZIANO s.a.s.;GALLERIA UMBERTO I 54;1;10122;TORINO;011-4361116;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,30/13,00-15,00/19,00;8,30/13,00-15,00/19,00;NO;non comunale;POINT (7.68356004308328 45.07500782199165);45.075007821991655;7.68356004308328;1;Centro;Centro - Crocetta
184;PENSA;VIA CERNAIA 14;1;10122;TORINO;011-545009;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30-19,30;8,15/14,00-15,30/19,30;NO;non comunale;POINT (7.675749490475408 45.07112570521836);45.071125705218364;7.675749490475408;1;Centro;Centro - Crocetta
194;PO;VIA PO 4;1;10123;TORINO;011-889590;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;9,00/14,00-14,30/19,00;9,00/14,00-14,30/19,00;NO;non comunale;POINT (7.687687538449499 45.06961895395051);45.06961895395051;7.687687538449499;1;Centro;Centro - Crocetta
204;REGIA FARMACIA MASINO;VIA MARIA VITTORIA 3;1;10123;TORINO;011-542067;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,30-19,30;8,30-19,30;NO;non comunale;POINT (7.683825049497917 45.06815334258128);45.06815334258128;7.683825049497917;1;Centro;Centro - Crocetta
205;REGIA FARMACIA XX SETTEMBRE;VIA VENTI SETTEMBRE 87;1;10122;TORINO;011-4360740;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dal 4 al 24 luglio 2011;9,00/13,00-15,00/19,00;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.684470785553708 45.07307501018849);45.07307501018849;7.684470785553708;1;Centro;Centro - Crocetta
218;SAN CARLO;VIA GIOVANNI GIOLITTI 2;1;10123;TORINO;011-547914;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;9,00-19,00;9,00-19,00;NO;non comunale;POINT (7.682788190457513 45.06679441225324);45.06679441225324;7.682788190457513;1;Centro;Centro - Crocetta
223;SAN FRANCESCO DA PAOLA;VIA S. FRANCESCO DA PAOLA 10;1;10123;TORINO;011-8170340;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio e dal 29 mggio al 5 giugno 2011;9,00/13,00-15,30/19,30;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.688345261266772 45.06766430615293);45.06766430615293;7.688345261266772;1;Centro;Centro - Crocetta
227;SAN MARCO;VIA GIUSEPPE MAZZINI 24;1;10123;TORINO;011-835240;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;9,00/13,00-15,00/19,30;9,00/13,00-15,00/19,30;NO;non comunale;POINT (7.685568928373462 45.06230722716367);45.06230722716367;7.685568928373462;1;Centro;Centro - Crocetta
235;SAN SIMONE;VIA S. TOMMASO 2;1;10122;TORINO;011-5628143;;;http://www.farmapiemonte.org/trovafarmacie.lasso;Lunedi;dal 1° al 21 agosto 2011;9,00/13,00-15,00/19,00;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.682477985757447 45.07192946917618);45.07192946917618;7.682477985757447;1;Centro;Centro - Crocetta
237;SANTA BARBARA;VIA CERNAIA 24;1;10122;TORINO;011-542875;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;Mar/Ven 9,00-19,30 Sab Mat: 9,00/12,30 Lun Pom: 12,30/19,30;Mar/Ven 9,00-19,30 Sab Mat: 9,00/12,30 Lun Pom: 12,30/19,30;NO;non comunale;POINT (7.673384540625251 45.07196436736491);45.071964367364906;7.673384540625251;1;Centro;Centro - Crocetta
274;TONENGO s.n.c.;CORSO VITTORIO EMANUELE II 34;1;10123;TORINO;011-889677;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,30-19,30;8,30-19,30;NO;non comunale;POINT (7.684625365150191 45.06091471197973);45.060914711979734;7.6846253651501915;1;Centro;Centro - Crocetta
9;ANTONIOTTI;CORSO MONCALIERI 59;8;10133;TORINO;011-6602200;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;9,00/13,00-15,30/19,30;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.69111663923622 45.0538154436687);45.0538154436687;7.69111663923622;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
26;BORGO CRIMEA;CORSO FIUME 4;8;10133;TORINO;011-6604376;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;9,00/13,00-15,00/19,00;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.693777326075587 45.05714531912772);45.05714531912772;7.693777326075587;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
44;CAVORETTO s.n.c.;PIAZZA CARLO FREGUGLIA 6;8;10133;TORINO;011-6612800;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dal 4 al 24 luglio 2011;8,30/12,30-15,15/19,15;8,30/12,30-15,15/19,15;NO;non comunale;POINT (7.687543796758606 45.02920675518622);45.02920675518622;7.6875437967586056;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
192;PILONETTO;CORSO MONCALIERI 257;8;10133;TORINO;011-6614444;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;9,00/13,00-15,30/19,30;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.681475865455754 45.0371822032456);45.0371822032456;7.681475865455754;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
10;AURORA s.n.c.;CORSO GIULIO CESARE 24;7;10152;TORINO;011-851155;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.68779941929809 45.08267099675533);45.08267099675533;7.68779941929809;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
29;BORGO ROSSINI;VIA REGGIO 1;7;10153;TORINO;011-852602;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30/12,30-15,00/19,00;8,30/12,30-15,00/19,00;NO;non comunale;POINT (7.694296730815881 45.07446127226393);45.07446127226393;7.694296730815881;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
51;CIGNA s.a.s.;VIA FRANCESCO CIGNA 53;7;10152;TORINO;011-855497;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;8,30/12,30-15,30/19,30;8,30/12,30-15,30/19,30;NO;non comunale;POINT (7.680939895964371 45.08579939434789);45.085799394347895;7.680939895964371;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
