ID_POSTA;DENOMINAZ;INDIRIZZO;CIRCOSCRIZ;CAP;CITTA;TELEFONO;FAX;EMAIL;URL;TURNO;ORARIO;geometry;LATITUDE;LONGITUDE;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
72;TORINO 77;VIA BARLETTA 105;2;10136;TORINO;011/3601313;011/351050;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.638264392567173 45.04933513885317);45.049335138853166;7.638264392567173;11;Santa Rita;Santa Rita - Mirafiori
16;TORINO 24;VIA FELICE BRICCARELLO 2;2;10137;TORINO;011/353571;011/3290637;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.644792759391145 45.03908106789781);45.03908106789781;7.644792759391145;11;Santa Rita;Santa Rita - Mirafiori
8;TORINO 17;PIAZZA EUGENIO MONTALE 8/A;5;10151;TORINO;+39011737002;+39011731741;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.630916359775045 45.1036454703358);45.1036454703358;7.630916359775045;15;Le Valette;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
70;TORINO 74;CORSO GROSSETO 425;5;10151;TORINO;011/4074555;011/4074581;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 8:20-19:05; Sabato 8:20-12:35";POINT (7.643530342889751 45.10620511196656);45.10620511196656;7.643530342889751;15;Le Valette;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
23;TORINO 30;VIA FOGLIZZO 28;5;10149;TORINO;011/4540431;011/7390866;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 8:20-19:05; Sabato 8:20-12:35";POINT (7.649515261159341 45.0981252194418);45.098125219441805;7.649515261159341;15;Le Valette;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
9;TORINO 18;VIA PRINCIPE TOMMASO 3;8;10125;TORINO;+390116661631;+390116507262;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 8:20-19:05; Sabato 8:20-12:35";POINT (7.683172512022597 45.05991242429969);45.05991242429969;7.683172512022597;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
31;TORINO 38;VIA SALUZZO 94;8;10126;TORINO;011/6508308;011/6502060;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.675469461388782 45.04999835357513);45.049998353575134;7.675469461388782;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
44;TORINO 5;CORSO BRAMANTE 57;8;10126;TORINO;011/6631816;011/6963936;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.670540096310705 45.04314544836514);45.04314544836514;7.670540096310705;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
10;TORINO 19;VIA BRUINO 1;3;10138;TORINO;+390114350631;+390114341608;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 8:20-19:05; Sabato 8:20-12:35";POINT (7.655187359201659 45.07554889215905);45.07554889215905;7.655187359201659;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
22;TORINO 3;VIA SUSA 7;3;10138;TORINO;+390114346642;+390114346369;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.66284005688722 45.07259879680065);45.072598796800655;7.66284005688722;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
55;TORINO 6;CORSO RACCONIGI 43;3;10139;TORINO;011/4307231;011/4409225;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 8:20-19:05; Sabato 8:20-12:35";POINT (7.646875618561257 45.07035387190446);45.07035387190446;7.646875618561257;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
13;TORINO 21;CORSO VITTORIO EMANUELE II 130;3;10138;TORINO;011/4344602;011/4332237;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.659712157817623 45.06995261973637);45.06995261973637;7.659712157817623;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
11;TORINO 2 - App TO 16;CORSO GIUSEPPE GABETTI 3;7;10132;TORINO;011/8194560;011/8399083;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.709873790979301 45.06650392751862);45.06650392751862;7.709873790979301;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
48;TORINO 53;CORSO CASALE 196;7;10132;TORINO;011/8998098;011/8902983;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.724859895600821 45.06994517911404);45.069945179114036;7.7248598956008205;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
30;TORINO 37;STRADA MONGRENO 15;7;10132;TORINO;011/8995202;011/8902952;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.733375806450701 45.07953982943329);45.07953982943329;7.733375806450701;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
14;TORINO 22;CORSO GIULIO CESARE 7;7;10152;TORINO;+390115211973;+390114360661;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.684640104654488 45.07876530440112);45.07876530440112;7.684640104654488;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
67;TORINO 70;LUNGO DORA FIRENZE 71;7;10152;TORINO;011/284241;011/284865;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.691473693001323 45.07710562205813);45.077105622058134;7.691473693001323;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
33;TORINO 4;CORSO PALERMO 55;7;10152;TORINO;011/2448831;011/2488720;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.692832867504563 45.08315768863133);45.08315768863133;7.6928328675045625;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
17;TORINO 25;VIA S. SECONDO 41;1;10128;TORINO;+390115818218;+39011505861;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.672067153900038 45.05742611095645);45.05742611095645;7.672067153900038;3;Crocetta;Centro - Crocetta
50;TORINO 55;VIA NIZZA 8;1;10125;TORINO;011/6565333;011/6505445;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.678195969523372 45.05987441731018);45.059874417310176;7.678195969523372;3;Crocetta;Centro - Crocetta
19;TORINO 27;VIA ENRICO D'OVIDIO 8;1;10129;TORINO;011/534185;011/534078;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.661323537806796 45.06196453715738);45.06196453715738;7.661323537806796;3;Crocetta;Centro - Crocetta
77;TORINO PORTA NUOVA;VIA PAOLO SACCHI 2;1;10128;TORINO;011/5668431;011/5613236;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 8:20-19:05; Sabato 8:20-12:35";POINT (7.677341107857599 45.06290244162041);45.06290244162041;7.677341107857599;3;Crocetta;Centro - Crocetta
18;TORINO 26;PIAZZA GRAN MADRE DI DIO 4;8;10131;TORINO;011/8192364;011/8198592;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.698916035744881 45.06204856239005);45.06204856239005;7.698916035744881;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
29;TORINO 36;CORSO MONCALIERI 254;8;10133;TORINO;011/6615088;011/6611504;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.68120545370372 45.03725744843613);45.03725744843613;7.68120545370372;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
49;TORINO 54;VIA ALLA PARROCCHIA 3;8;10133;TORINO;011/6612319;011/6312685;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.687615324882521 45.02902976674122);45.02902976674122;7.687615324882521;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
73;TORINO 8;CORSO MONCALIERI 19;8;10131;TORINO;+390116604477;+390116603479;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.69472016474955 45.05890935799957);45.058909357999575;7.69472016474955;22;Borgo Poe Cavoretto;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
21;TORINO 29;CORSO REGINA MARGHERITA 264/E;4;10144;TORINO;+390114376898;+390114371815;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.659640079393151 45.08489885759514);45.084898857595135;7.659640079393151;6;San Donato;San Donato - Campidoglio - Parella
34;TORINO 40;CORSO SVIZZERA 60;4;10143;TORINO;011/740774;011/756614;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.651021801975872 45.08141294647913);45.081412946479126;7.6510218019758724;6;San Donato;San Donato - Campidoglio - Parella
45;TORINO 50;VIA GRAZIADIO ASCOLI 25;4;10144;TORINO;011/484717;011/4373939;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.667263966451205 45.08498245485046);45.08498245485046;7.667263966451205;6;San Donato;San Donato - Campidoglio - Parella
74;TORINO 9;VIA VINCENZO MARIA MIGLIETTI 9/E;4;10144;TORINO;011/4373886;011/4371250;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.668513529309229 45.07950004640919);45.079500046409194;7.668513529309229;6;San Donato;San Donato - Campidoglio - Parella
25;TORINO 32;VIA GOTTARDO 275;6;10154;TORINO;+390112051730;+390112460425;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.712228117531169 45.09146979155306);45.09146979155306;7.712228117531169;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
51;TORINO 56;VIA DAMIANO CHIESA 67;6;10156;TORINO;011/2730131;011/2731246;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.731974394967965 45.10067730017842);45.10067730017842;7.731974394967965;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
68;TORINO 71;VIA NICOLA PORPORA 51;6;10154;TORINO;011/2425929;011/2053481;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.698874871953431 45.09831950812609);45.09831950812609;7.698874871953431;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
26;TORINO 33;CORSO TARANTO 28/D;6;10155;TORINO;+390112429931;+390112059752;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 8:20-19:05; Sabato 8:20-12:35";POINT (7.698801567404727 45.10167198594668);45.10167198594668;7.698801567404727;19;Falchera;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
46;TORINO 51;VIALE FALCHERA 80;6;10156;TORINO;011/2620956;011/2625253;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.708625204294984 45.12755449448444);45.127554494484436;7.708625204294984;19;Falchera;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
35;TORINO 41;VIA BRUNO GIORDANO 202;8;10134;TORINO;011/3173297;011/611090;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.655491699266619 45.03112143130458);45.031121431304584;7.655491699266619;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
58;TORINO 62;VIA PIETRO FRANCESCO GUALA 115;8;10135;TORINO;011/612729;011/615319;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.643083373652277 45.02311127698201);45.02311127698201;7.643083373652277;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
65;TORINO 69;CORSO UNIONE SOVIETICA 79;8;10134;TORINO;011/3186130;011/3187761;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.661711552427258 45.04603816046699);45.04603816046699;7.661711552427258;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
39;TORINO 45;VIA CARLO DEL PRETE 38;2;10137;TORINO;011/6194931;011/3173766;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.641055439965635 45.0332220007375);45.033222000737496;7.641055439965635;12;Mirafiori Nord;Santa Rita - Mirafiori
61;TORINO 65;VIA MONFALCONE 180/A;2;10136;TORINO;011/3015131;011/394610;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.630678185341157 45.05408340596376);45.05408340596376;7.630678185341157;12;Mirafiori Nord;Santa Rita - Mirafiori
76;POSTEIMPRESA TORINO;CORSO ENRICO TAZZOLI 235 int. 4;2;10137;TORINO;011/3144062;011/3144253;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 9:00-19:00; Sabato CHIUSO";POINT (7.615778275091445 45.03693316477901);45.03693316477901;7.615778275091445;12;Mirafiori Nord;Santa Rita - Mirafiori
59;TORINO 63;VIA PAOLO GAIDANO 12;2;10137;TORINO;011/3158831;011/306658;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 8:20-19:05; Sabato 8:20-12:35";POINT (7.627696807518307 45.0394461555435);45.0394461555435;7.627696807518307;12;Mirafiori Nord;Santa Rita - Mirafiori
41;TORINO 47;CORSO UNIONE SOVIETICA 581;2;10135;TORINO;011/3423231;011/3912320;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.62682181267988 45.01468636037074);45.01468636037074;7.62682181267988;23;Mirafiori Sud;Santa Rita - Mirafiori
71;TORINO 75;VIA CELESTE NEGARVILLE 8 int. 26;2;10135;TORINO;011/3471169;011/3473801;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.611549346262397 45.02085669358279);45.020856693582786;7.611549346262397;23;Mirafiori Sud;Santa Rita - Mirafiori
42;TORINO 48;VIA ONORATO VIGLIANI 144;2;10127;TORINO;011/6056559;011/6064662;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.650130091857499 45.01711308452915);45.01711308452915;7.650130091857499;23;Mirafiori Sud;Santa Rita - Mirafiori
64;TORINO 68;VIA POMARETTO 4 scala B;2;10135;TORINO;011/3978735;011/3913187;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.62344945714966 45.02145373238353);45.02145373238353;7.62344945714966;23;Mirafiori Sud;Santa Rita - Mirafiori
62;TORINO 66;VIA VINOVO 8;8;10127;TORINO;011/676111;011/677002;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.664236768070308 45.02173231705623);45.021732317056234;7.664236768070308;9;Nizza mille fonti;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
27;TORINO 34;VIA GENOVA 113;8;10126;TORINO;011/6929931;011/6308929;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 8:20-19:05; Sabato 8:20-12:35";POINT (7.668043556404468 45.02836880776855);45.02836880776855;7.668043556404468;9;Nizza mille fonti;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
79;TORINO 59;VIA NIZZA 230;8;10126;TORINO;011/6643277;011/6643276;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.667714998960114 45.03405481755141);45.03405481755141;7.667714998960114;9;Nizza mille fonti;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
63;TORINO 67;VIA ISSIGLIO 34;3;10141;TORINO;011/3805831;011/3820852;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.63999039785032 45.06464830659113);45.06464830659113;7.63999039785032;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
69;TORINO 73;VIA BAGNASCO 7;3;10141;TORINO;011/334626;011/386146;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.650770412974024 45.05593608731481);45.05593608731481;7.650770412974024;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
32;TORINO 39;VIA VILLARBASSE 39;3;10141;TORINO;011/3352736;011/3821968;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.649459504294977 45.06315861739441);45.06315861739441;7.649459504294977;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
56;TORINO 60;VIA NICOLA FABRIZI 132;4;10145;TORINO;011/745929;011/746331;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.640377719417629 45.0813931970212);45.0813931970212;7.6403777194176286;14;Parella;San Donato - Campidoglio - Parella
40;TORINO 46;VIA VALENTINO CARRERA 47;4;10146;TORINO;011/728083;011/796577;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.632405590344251 45.07992288108968);45.07992288108968;7.632405590344251;14;Parella;San Donato - Campidoglio - Parella
78;TORINO 58;VIA TERNENGO 0/E;6;10154;TORINO;011/851396;011/2474310;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.698593166333464 45.08416501100804);45.08416501100804;7.698593166333464;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
37;TORINO 43;VIA GASPARE SPONTINI 23;6;10154;TORINO;011/855540;011/851085;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.697744116956234 45.09372459751895);45.09372459751895;7.697744116956234;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
60;TORINO 64;VIA PARELLA 5;6;10155;TORINO;011/857642;011/2473209;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.680700039616482 45.09065190811494);45.090651908114936;7.6807000396164815;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
82;POSTEIMPRESA TORINO 3;VIA VERRES 1;6;10155;TORINO;011/856719;011/856858;;http://www.poste.it/ufficio-postale/;DOPPIO TURNO;"Dal Lunedi' al Venerdi' 9:00-19:00; Sabato CHIUSO";POINT (7.693331545322446 45.09389175424382);45.09389175424382;7.693331545322446;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
43;TORINO 49;PIAZZA LUIGI MATTIROLO 10;5;10149;TORINO;011/251754;011/2216036;;http://www.poste.it/ufficio-postale/;MONO TURNO;"Dal Lunedi' al Venerdi' 8:20-13:35; Sabato 8:20-12:35";POINT (7.667941281983488 45.09828097644452);45.09828097644452;7.667941281983488;16;Madonna di Campagna;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
